app_id,description,price_encoded,release_year_encoded,all_reviews_encoded,all_percent_encoded,all_count_encoded,tags_encoded
2187640,fun cool scifi shooting game hero zombie world,1,1,0,0,0,4
2187670,unique shooter originally released atari lynx handheld console take role hightech cop tasked rescuing presidents daughter kidnapped evil robot killed,1,1,0,0,0,4
2187690,cargo run fun platformer third person game pass different obstacles get goal,0,1,4,1,1,6
2187740,multiple boyscouts get pushed inside abandoned house pass courage challenges dont know though ethel girl organizes challenges hides monstrous secret inside house,0,1,4,1,1,0
2187840,legend tiger phoenix unique timingparryinginfiltrating game allows experience fireballs energy blast levitating life invisible man,1,1,7,2,1,3
2187850,take level minesweeper arcade challenge relive nostalgic fun classic minesweeper,1,1,6,2,1,4
2187730,find aboard giant spaceship ihas gripping scifi adventure handcrafted solo ukrainian developer experience intense fps action mindbending puzzles epic boss battles,1,1,0,0,0,6
2188010,space themed typing tutor learn traditional touch typing,1,1,0,0,0,6
2188030,embark action packed adventure elemental adventure fast paced buildoriented arpg featuring distinct classes unique skills progression trees craft powerful gems customize endless possible combinations face ultimate challenge,1,1,0,0,0,6
2187920,prepare take soldier galaxy needs strategy prove rts expertise explore entire galaxy defend threatening invasion,1,1,6,1,1,6
2188180,enjoy visual novel maruja mallos life help recovering artistic souls fix paintings using mouse relocate pieces painting interact explore paintings using mouse,0,1,7,2,1,0
2188260,pops every bullet fired pushes chaos war storydriven campaign throws boots elite operative fight series intense missions face overwhelming odds unexpected betrayals brutal firefights strongest survive,1,1,0,0,0,4
2188220,grab warm cozy drink stitch millions relaxing puzzles favorite colored threads even create real patterns complete home,1,1,7,2,1,6
2188230,step inmersive horror experience desert arizona car broke traveling miles meters away suspicious abandoned gas station crazy kidnapper loose search find ways escape survive collecting stuff shooting guns solving puzzles,1,1,0,0,0,0
2188300,grappling hook guns air hookescaper highspeed action racing game use physicsbased grappling hook gun reach finish line find shortcuts different stages aim fastest times find route aim first place world,1,1,0,0,0,6
2188380,year vestige humankind youve sent earth faint hopes find corpse hospitable planet instead find landscape blooming lush mutated new life,1,1,6,1,1,6
2188480,object prophecy rests upon drunas shoulders duty fight defeat conqueror tyrant king enslaved world reign terror,1,1,0,0,0,6
2188510,knowing true potential humanity true gods fighting preserve humankind war settled two chosen ones sons gods brothers blood enemies battlefield,1,1,0,0,0,6
2188500,country ravaged fiends bandits people trying survive start hoping champion great knight callan manages defeat necromancer whether succeeds country rebuild ashes,1,1,0,0,0,6
2188490,blessed sharp mind sharp blades triath called leadership resistance invasion past catches,1,1,0,0,0,6
2188570,rings powder fun ironizing game combining exploration construction underground kingdom elements real time strategy idle project irony legendary less legendary movies scenes reality,1,1,7,2,1,1
2188660,game called nonogram logic puzzle correctly fills squares given hints solve bit harder puzzles complete cute picture,1,1,0,0,0,7
2188650,easily modify windows cursor users use workshop upload edit modify windows cursor builtin editor use,0,1,4,1,1,9
2188790,roguelike horror game set randomly generated labyrinth escape complex labyrinth pyramids running unknown entity lurks labyrinth,1,1,7,2,1,0
2188820,game based simulation horror game high graphic level help protagonist journalist explore mysterious mansion mountains course shouldnt die,1,1,0,0,0,3
2188890,fantasy strategy rpg,1,1,0,0,0,3
2188930,battlecrypt bombers pixelpacked arena combat game four local players collect lob bombs careful explosions set chain reactions deadly everyone play competitively cooperatively across two different game modes,1,1,0,0,0,6
2189040,mean beans free battle royale fps last bean alive isnt way win play multiple rounds collect points last player standing killing players well bean points end wins,0,1,6,2,1,6
2188960,vampire slayer fast paced multiplayer fps featuring two completely different teams vampires slayers,1,1,4,1,1,4
2189000,boomsheets start animating spritesheets within seconds gamedeveloper friendly,2,1,0,0,0,9
2189110,travel countless planets encounter strange vegetation life may like presence run away survive unknown journey,1,1,0,0,0,1
2189120,hide seek tower defense party game mix genres gather resources defend base attack bases hunt players,1,1,0,0,0,6
2189150,tower defense game build units destroy incoming waves monsters ornot succeed trying,1,1,0,0,0,1
2189230,escaping hell poor little corn fell hell accident hell corn platformer game requires accurate control break stages jumping obstacles avoiding enemies,1,1,0,0,0,2
2189350,augmented introspection presents emel new aipowered friend interact psychological tests discuss philosophical thought experiments solve logical problems even play games,1,1,0,0,0,9
2189370,feathered run worlds button platformer runner accuracy made graphics embark exciting escape across part world example antarctica desert jungle,1,1,7,2,1,6
2189490,acid puzzle minimalistic puzzle game experienced fitter laying pipes joints pave way toxic waste upper level lower,1,1,0,0,0,4
2189580,damon hero involved huge illegal organ trading organization investigating murder case order expose organizations crime damon gone series soul stirring investigations battles,1,1,0,0,0,7
2189620,ruins istanbul vr action horrorshooter game postapocalyptic istanbul ruins stay calm check ammo survive easy play hard master mechanics get carried away turkey,1,1,6,1,1,9
2189640,family hungry must provide vhs slasher survival horror,1,1,6,2,1,0
2189690,speed thirdperson runnerstyle arcade survival game,1,1,0,0,0,3
2189750,sergeant last night received signal unknown aircraft extraterrestrial origin crashed taiga locals assured us crash site observed five creatures similar humans gray skin large almondshaped eyes,1,1,0,0,0,6
2189760,mech vs bugs youll pilot mech fend alien insects remote planets combining intense topdown combat strategic looting crafting goal liberate galaxy one insectinfested planet time ready thrilling thirdperson adventure,0,1,7,2,1,9
2189850,plan trajectories distribute energy outsmart opponents simple deep physics strategy game adapt unusual environments threats singleplayer compete opponents strategic multiplayer,1,1,0,0,0,1
2189830,dee squirrel lives tree like squirrel dee must collect nuts winter dee needs help collect many nuts possible store tree along way dodge threats collect powerups aid,1,1,6,2,1,4
2189890,play amber next generation freetoplay battle royale jump plane misfit island land jetpack collect weapons destroy enemies three pvp modes battle royale elimination deathmatch collect first aid kits shield fuel players one match,0,1,4,1,1,9
2189930,horror job simulation game avoid dangers lurking shadows finishing job getting paycheck,1,1,0,0,0,3
2189970,deep within clouds gas giant supermassive creatures occupy sky exhibiting ecosystem exhibitors factory building game elements farming exploration,0,1,4,1,1,6
2190070,find differences two pictures limited time answer changes every time play,1,1,0,0,0,6
2190080,beam cat challenging platformer game charge laser cannon propel slay enemies climb top map escape rescued brethren,1,1,0,0,0,4
2190150,last humble bee cartoony survivorslike lot heart explore pixelated open world cast bumble bee magic slash demonic bugs uncover happened bumble bees,1,1,7,2,1,6
2190130,game based puzzle strategy game player less actions lot levels move,1,1,0,0,0,1
2190170,hackable indie turnbased strategy game game featurerich single pve multiplayer pvp content different maps factions heroes upgrade trees randomized map interaction allow lots exploration rulesets allow endless replayability minigame included,1,1,0,0,0,1
2190180,helping resistance infiltrating train bound corporation must take control situation fight enemy within enter smilingx horror game help resistance defeat evil corporation trying manipulate,0,1,4,1,1,4
2190190,escape adventure game solve mystery clear stage cute character find difficult solve mystery hint function help even beginners enjoy,1,1,7,2,1,6
2190240,simulation game become gamedev well youtuber waifus,1,1,0,0,0,3
2190230,play space cowboy travels alienfilled arena traversing various game rooms achieve highest possible score challenge ultimate dust aliens enemy,0,1,6,2,1,4
2190250,relaxing sandbox train set diorama build voxel world create voxel buildings set track network watch trains go,1,1,7,2,1,6
2190260,card crawl adventure single player card game light deck building roguelite elements engage unique path based combat mechanic battle devious tavern bosses visit variety cozy taverns collect cards improve deck magic equipment items charms,1,1,6,2,1,1
2190270,pip cute puzzle game pipes enjoy relaxing time connecting pipes,1,1,0,0,0,6
2190290,text adventure game combines gameplay desktop pets minigames advance plot clicking dialogue play minigames accumulate values trigger new plots also cultivate favorite characters hanging,1,1,6,2,1,6
2190390,ocean home island life simulator open world adventure rolled one starting small house old pickup truck build estate become significant person warm tropical paradise,1,1,4,1,1,9
2190380,astral tracks precise competitive platforming speedrunner run dash slide swing wall run way victory compete friends locally online refine runs top leaderboards procedurally generated track,1,1,0,0,0,2
2190400,lead group toads fight baron samedis evil forces challenging mix turnbased tactics roguelike deckbuilding synergise card effects gain aid powerful allies engage strategic combat thrive cursed bayou,1,1,6,2,1,6
2190420,phychological horror experience voices screams,0,1,4,1,1,0
2190410,beach runner casual runner game move blockplayer dont fall water touch water start beginingstart point complete level start next level,1,1,0,0,0,2
2190590,valkie action adventure inspired games nintendo era play valkie last hope realms conquer dungeons help townsfolk find secrets,1,1,6,1,1,6
2190470,journey passenger train russia play firstperson character travel train days vladivostok look window listen radio move around carriage,1,1,4,1,1,3
2190740,classic sidescrolling shootemup originally published atari lynx handheld console take role starship pilot trapped web interconnected hostile universes evil spider zendocon,1,1,0,0,0,6
2190810,desktop make everything interactable,1,1,0,0,0,6
2190840,dracula defense top tower defense game player need act strategically survive onslaught enemies trying attack base defend dracula,1,1,0,0,0,1
2190880,ball sword dream,1,1,7,2,1,2
2190900,hddam type psychological horror blended turkish culturesingleplayerpuzzlehorrorthrilleropen worldfps style gamerequirements story reaching goalfind patient hodjasolve puzzlesinvestigate underlying cause,1,1,4,1,1,0
2190930,finding knowledge darkness move surreal corridors attempt make sense world around,1,1,0,0,0,2
2190910,chase golden nut always changing maze players use certain strategies prevent others catch,1,1,0,0,0,9
2190960,zack simple choice run escape survive lots puzzles solve keys find puzzle items obtain help progress game lead escape live tell tale jj randalls orphanage,1,1,0,0,0,6
2190980,import play ldraw models openworld carfocused sandbox environment,1,1,0,0,0,3
2191050,alien invaders invaded planet exterminated population humanity verge annihilation united armies gave serious rebuff enemy several years war climate planet changed military founded fortifications,2,1,6,2,1,9
2191140,rayna survivors action roguelite game need slay hordes foes face bosses learn powerful skills upgrade character,1,1,4,1,1,7
2191160,defeat pins rapidfire bowling balls powerful melee strikes avoid getting guttered firstperson pve bowling game,1,1,7,2,1,7
2191100,meant another annual visit mothers grave midway diandrirs story shrouded darkness kinect visual novel darkness girls love,1,1,7,2,1,3
2191180,little devil survival horror game players set look friend survive,1,1,0,0,0,0
2191190,find cute animals objects lot levels varying difficulty magical black white world comes alive coloring relax enjoy playing,1,1,6,2,1,6
2191220,point click action adventure rpg save kingdom evil witch collect six eggs destroy witch fight numerous type monsters help people defeat dragons spiders orc skeleton magic effect chosen king,1,1,0,0,0,6
2191270,key rhythm game fixed key rather tracks,0,1,6,2,1,6
2191230,battle chaotic bullet hell bosses online strangers friends customise outfit make upload boss others enjoy,1,1,0,0,0,6
2191370,thats great game feel smart solving super simple puzzles usually also sometimes scratch head solve harder levels mumble better enjoy little grid based puzzle game,1,1,0,0,0,1
2191320,chessinspired roguelike flashinspired graphics king accumulate command army across series procedurally generated train carts outsmart variety unique enemies capture add army one wrong step lose forever,1,1,0,0,0,1
2191410,crown addictive puzzlebuilding game winner best game programming project sae build production chains optimize resources grow castle easy learn hard master handcrafted levels deep strategy idle mechanicsjust pure optimization play,1,1,0,0,0,9
2191490,long years back bringing school festival us,1,1,6,2,1,3
2191550,pleh short psychological horror walking simulator tells story depressed game developer intrusive thoughts dark mysterious secrets,0,1,6,2,1,0
2191530,sky roared flames city continued burn enemy broken line defense mankind warships outer space invading last home mankind rise iron knight drive iron car fight protection city,1,1,0,0,0,2
2191560,volley ball game like never opposite one opponent net seems simple unique superpowers develop skills volley player beat everyone compete dozens arenas dont let defeated take volley challenge,1,1,0,0,0,6
2191610,crew cargo ship arrives appears abandoned space station power appears one responding radio messages pixel art point click adventure exciting story lots humor,1,1,0,0,0,6
2191670,hello world cat saw game pregenerated ai artwork randomly loaded help find favorite nekomimi girl variant nyanco find serendipity awaits,0,1,6,2,1,9
2191770,soul roses rogue light action game absorb abilities enemies fight die revive repeat advance story,2,1,7,2,1,9
2191880,discover nature survive find environment,1,1,0,0,0,6
2191920,pesticide raw reflex action fps puts heavy emphasis total mayhem nasty humanoid maneating cockroaches exterminate desolate filthy city districts collect trophies skins find secrets save adult actress pussy katty clutches,0,1,7,2,1,4
2192060,thrill nascar meets rush arcade racing new game puts drivers seat completely new nascar experience reimagined iconic racetracks unmatched highspeed wheeltowheel action,2,1,2,1,1,4
2192120,wipe factor multiplayer party game contestants compete team overcome various physical obstacles parkour chaos one team wins,1,1,0,0,0,9
2192200,mysterious case involves murder oswald mason found dead home lestrad scotland yard believe murder result mason disturbing burglar doubts treasury wants us investigate case mason dealing sensitive treasury work time,1,1,0,0,0,6
2192170,whackerball twinstick shooter roguelite breakout inspired mechanics master unique combat system venture multitude diverse areas collecting powerful game changing upgrades,1,1,6,2,1,6
2192220,doughball descent roguelite puzzleplatformer smashing tiles sheer weight amass food items traverse procedurally generated layers food zigguraut,1,1,0,0,0,2
2192260,simple experience designed capture scale essence stonehenge virtual reality environment enjoy strolling simulation pace choosing infinadeck omnidirectional treadmill,0,1,0,0,0,8
2192240,adventure dark region hado empire find darkness lies go enemies thatll try stop,1,1,0,0,0,2
2192280,relax building mindbending structures populating strange entities,1,1,7,2,1,6
2192330,red sea intense realtime tactics game control small team vigilantes increasingly challenging battles features scriptable tactics system mixes autobattling manual overrides ton powerful ability interactions discover,1,1,0,0,0,6
2192350,multiplayer fps sports game,0,1,6,2,1,6
2192400,aunewyth textbased game focus decision making replayability features short yet versatile storyline reveals according choices make,1,1,0,0,0,6
2192460,clockwork owl coin pusher roguelite use turnbased classic arcade coinpushing physics mechanics means battle forest critters making way tree collect deck new cogs random encounters upgrade owl shops survive permadeath journey,1,1,0,0,0,9
2192480,story worldtraveling black cat named luna vicious monsters increase population mana production towers defend ultimate challenging tower defense,1,1,6,1,1,1
2192500,enjoy charm one uks oldest enchanting railways best available viewpoint drivers seat hammer urban sprawl rolling fields famous tunnels mph weathers time choosing,1,1,7,2,1,3
2192490,se aventure nas profundezas mar com um microondas humanoide e um vrus falante nesta aventura voc deve descobrir como voltar para casa seu criador mas para isso ter que enfrentar muitos desafios de peixes metralhadora polvos sniper,1,1,0,0,0,2
2192520,senli topdown shooter turn accelerate decelerate using wasd arrow keys repeatedly search destroy enemies,1,1,0,0,0,4
2192570,vosphia singleplayer rpg set medieval fantasy world explore vast world vosphia meet dangerous enemies fight build personalized base craft equip customized items create story world vosphia,1,1,4,1,1,6
2192640,greetings tank commanderand welcome thethe iron unionin gameyou prove using tanks break though blockadeand eliminate enemy,1,1,0,0,0,4
2192730,free spacethemed breakout game unique powerups level editor easy modding support,0,1,7,2,1,4
2192650,sorcerer army captured stars keep peace world super clown brave hero defeat enemy army evil leaders save stars,1,1,6,1,1,2
2192660,space ranger first meet short firstperson shooter game fight way hordes robots search safe place use environment overcome obstacles find way,1,1,0,0,0,4
2192750,age pyramids sandbox city builder simulator set ancient egypt take city governor architects mantle build incredible city earth gather dozens resources maintain happiness people prosperity,0,1,2,1,1,3
2192890,sit back relax calmly mowing grass wide field near ocean want challenge try mow residents lawn get annoyed,0,1,0,0,0,3
2192840,terfenstein short retro firstperson shooter game escaping genderfascist concentration camp unleash pentup fury upon gendercritical tyrants arsenal deadly weapons tactics cathartic bliss,1,1,6,2,1,6
2192970,designed ground vr board offers seamless board game experiences join everevolving platform connect fellow board game enthusiasts choose avatar enjoy playing solo friends diving popular board game franchises,1,1,4,1,1,1
2192920,everyday story storydriven puzzle platformer heartfelt twist experience life view three trinkets think happens dreams become real stain reality,1,1,0,0,0,2
2192900,fight whole body lose arm scratch lose flesh wound lose legs headbutt lets fight fight fight,1,1,6,2,1,9
2193030,onestop video converter everyone speech text video pdf add watermarks cropping splitting merging video batch add video image words subtitle wysiwyg set time appearance animated effects watermarkto video preview,1,1,0,0,0,6
2193010,highoctane flight shooter originally released atari lynx handheld console take control topsecret hightech fighter jet blue lightning penetrate enemy territory fly nine crucial missions variety environments,1,1,0,0,0,6
2193040,pool ball battle royale combines pool survival unparalleled multiplayer experience navigate pool tables gain powerups swing grapple points outwit outlast players survive physicsdefying chaos claim victory,1,1,0,0,0,6
2193050,discover destroy increasingly horrifying creatures across oppressive lofi world wielding fierce weaponry powerful magic pocketsized action adventure,1,1,6,2,1,6
2193130,outline chain detonation topdown action game defeat many enemies advance purpose operate player defeat many monsters bosses wide variety monsters stage game cleared defeating boss stages,1,1,0,0,0,6
2193170,point click horror game outrun defend monsters follow around building dying company pay attention monsters unique strategy kill,1,1,0,0,0,6
2193370,creative continents sandbox worldbuilder wield tools game devs carve construct explore creations friends dynamic playershaped universe adventure rules mold worlds play,1,1,0,0,0,6
2193270,monumental immersive project tells story russias first circumnavigation captains krusenshtern lisyansky board nadezhda neva walk captains shoes recruit ship crew secure emperors backing sail historyaltering journey,0,1,4,1,1,5
2193380,image firstperson horror game explore haunted everchanging environments atmospheric confused world enjoy truly terrifying gaming experience,1,1,4,1,1,0
2193400,vast action rpg bullethell take part adventure defeat evil monsuta restore peace world,1,1,0,0,0,7
2193410,help vera find missing sister strange things emerge night falls,2,1,7,2,1,1
2193490,every strike lethal bloodsoaked sword fighting game slash clash parry dodge watch limbs fly choose move carefully first cut also last,1,1,6,2,1,6
2193420,action rpg containst fastpaced combat survival elements use skills defeat undead,0,1,6,2,1,6
2193540,face perilous magical trials fastpaced roguelite followup acclaimed original featuring coop vibrant new visuals master new arcana elements experiment spell combinations become next wizard legend,1,1,4,1,1,9
2193570,welcome elixir strategic puzzle experience become ancient alchemist mysterious past unlock explore find lost souls need help uncover elixirs experiment embark dark journey solve puzzles unlock recipes unearth hidden secrets,1,1,7,2,1,6
2193630,final bastion multiplayer pvp pve towerdefense classic medievalfantasy theme compete players head head online pvp sending waves enemy growing economy play side side friends pve see survives longest,1,1,0,0,0,6
2193670,cymut x mutrobo action rpg become trainer cymut mutrobo live experience farming picking items exploring huge world completing quests capturing evolving cymuts mutrobos collect use battle,1,1,0,0,0,6
2193690,title says speedrunner run fast reach finish line gain stars levels open chests rewards customize player keep head tilted finger end slacking lose time,1,1,0,0,0,2
2193720,death awaits super dark deception fun reimagining hit horror maze game dark deception,2,1,6,1,1,6
2193750,clear desk new way play pingpong settle score rainbow smash,1,1,0,0,0,6
2193760,school desks bowling alley aim perfect gamesolo buddies,1,1,7,2,1,6
2193770,time summer fun competition heats series sports contests,1,1,0,0,0,6
2193870,come fight doobi slay evil monsters bring peace family watch strategies upgrades help find right set combos lets venture deeper woods,1,1,4,1,1,9
2193930,blockcorsair game play air pirate world airships come go engage battles loot strengthen airship loot,1,1,0,0,0,4
2193920,restore balance spirit realm solve disometric physicsbased puzzles hanami baseball loving shrine maiden,1,1,0,0,0,7
2193970,dancexr pure universal character model viewer motion player supports pmxmmd xnalara xps models vmd bvh motion formats,1,1,0,0,0,6
2194050,survival shooter gathers fellow fightplayer simply performs move keythen fellow kick enemies curb unlock achievements add fellowthe corps grows number stronger becomes,1,1,0,0,0,6
2194070,certain mysterious corner rich gems kinds group alchemists lived elf tribe suddenly one day elves another clans broke competing gems,1,1,0,0,0,1
2194190,dieand die ocelot sunrise action roguelite dark atmospheric comic art style extragalactic weapon combinations help way survive,1,1,4,1,1,9
2194400,jump world mystery become best supernatural detective uncover mysteries every monsters spirits unlock secrets mysterious land,0,1,6,2,1,6
2194410,goal keep producing hamburgers solve global food crisis,1,1,4,1,1,6
2194530,manage hotel hire employees including death dragon demonslayer bioroid maid build wealth various means refine strategies based predictions oracles choices determine employees become enamored,1,1,6,2,1,0
2194560,equipped favorite weapon choice bat embark whole new adventure brand new arcade action game defeat great evil lurks shadows gathering new powers along way ready swing away,1,1,0,0,0,6
2194570,blood red coop survival horror game played players figure demon banish using special demon hunting kit,1,1,0,0,0,9
2194670,ready conquer plunder seas fleet,0,1,6,2,1,1
2194660,criminal expert detective video game puts pressure inexorably passing time story contains multiple selection paths ultimately decide ends,1,1,2,0,1,6
2194710,drive car escape cops drive fast evade cops buy faster cars become fastest driver,1,1,4,1,1,6
2194760,dont remember things better left forgotten fight amnesia atmospheric first person psychological horror game solve mystery old mansion england use lanterns various colors face hidden grotesque visage,0,1,6,2,1,0
2194730,fix electronics manage firm challenge hacker serviceit simulation game run fullservice company engage tasks like diagnosing repairing equipment network infiltration programming server management anonymous hacker keeps sabotaging,1,1,4,1,1,9
2194790,investigation secret film studio underneath school led students estranged rabbit hole fixedcamera weapon shine light truth save friends,1,1,6,2,1,4
2194840,get ready fastpaced adrenalinefueled racing experience smells like burnt rubber choose car customize hit track intense arcadestyle game play friends splitscreen join online multiplayer ready burn rubber,1,1,7,2,1,6
2194880,journey friends free play world ferromon together take towers ferromon save worlds inhabitants tainted,0,1,7,2,1,9
2194910,paper airplane fights rock paper scissors rocpain gameplay inspired rockpaperscissors hand game like original hand game enemy destroyed right shot new way play shooting games challenge skills,1,1,0,0,0,6
2194940,gardeners imperial japan tasked see worthy caring sacred panda cultivate plots grow bamboo complete objectives holographic adaption awardwinning board game available tilt five,2,1,0,0,0,6
2194930,uncover mystery archdale castle indie action survival horror explosion threatens expose family curse new epidemic,2,1,6,1,1,0
2194950,trapped endless labirynth mysterious evil cluppets lurking every corner use power third eye see unknown summon spirit world enter reverse harness energy darkness survive cluppets find way,1,1,0,0,0,0
2194980,horde survival tower defense mashup guard traveling castle imperial army trying hunt combine elemental bending styles theorycraft perfect set gamebreaking ability chains,0,1,7,2,1,6
2195050,princess ruby platformer aimed young children play princess run jump sometimes ride unicorn level dress want change hairstyle colors costume,1,1,0,0,0,2
2195090,work closing shift new ice cream parlor cuppys strange occurrences recently quickly assemble every customers favorite ice cream flavors toppings strange occurrences get even worse,1,1,7,2,1,3
2195120,plan buildprosper mayor breathe life back rundown town construct shops hire staff automate deliveries couriers attract tourists town managing infrastructure avoiding catastrophes said mayor going easy,1,1,6,2,1,9
2195140,hardcore actionplatformer precision keep death,2,1,6,2,1,4
2195150,helper fastmoving energetic fun madnesspacked video game allows play helper hence name duh lad helps professor gathering gravity crystals secret experiment,1,1,7,2,1,7
2195200,strange game skeletons giant aliens,0,1,4,1,1,0
2195190,mage chosen element defeat void purifying magic explosions chaos ensue,1,1,0,0,0,9
2195400,take role barber tattoo master set imagination free use tools trade fulfill clients needs raw creative fun become master new look,1,1,7,2,1,6
2195410,lead armies rebuild fallen kingdoms rise greatness songs silence embark epic journey art nouveauinspired fantasy world intense battles captivating storytelling,1,1,6,2,1,1
2195500,farmer hunter trader everything control green valley sow field feed animals go hunting forest dont forget develop products sell much higher amount gold,1,1,0,0,0,3
2195530,classic x turnbased strategy game manage theocratic empire conquer convert pagans enemies divine power brute force cast mighty miracles enact dogmas advance expand theocracy dominant world empire necessary release kraken,1,1,7,2,1,1
2195560,hallowed pumpkins simple survival lighthorror shooting hiding mechanics best experience game recommended played multiplayer mode friends fight,0,1,6,2,1,0
2195570,learn words use syllables exciting mix word trivia game words split colorful syllables put back together fast possible levels languages learn,1,1,0,0,0,6
2195650,lucky islandis roguelite deckbuilder game using slot machine build island combines island building resource management game include real world currency gambling micro trading,1,1,4,1,1,1
2195630,circloo colorful physics platformer round level level grows youll avoid use obstacles everchanging ways enjoy huge variety physics challenges sea tiny blocks planets gravity field make levels play thousands fanmade levels,1,1,7,2,1,2
2195680,great fly invasion casual game player attempt kill flies garbage armed fly swatter dont let land lay eggs,1,1,0,0,0,6
2195690,five friends go well deserved vacation theyre offered luxurious stay paradise island idea whats awaiting drawn battle mysterious creatures heroes unlock magical potential road others hearts,2,1,7,2,1,6
2195670,epic princess undead dudes killed king princess save kingdom save us,1,1,0,0,0,6
2195720,cute familyfriendly fastpaced challenging action platform game vintage rubberhose cartoon style accompanied oldschool jazz music find way every level avoid traps fight creatures eventually wake nightmares,1,1,4,1,1,6
2195970,transported procedurally generated voxel world every decision matters manage resources fight zombies prepare harsh winters survive build thrive environment full challenges discoveries,1,1,0,0,0,9
2195960,legendary hero trainer evolym taken new pupil cursed slime need assistance take promising mage neemu zero hero,2,1,0,0,0,6
2196050,control space rover jump avoid obstacles horizontally scrolling landscape shooting alien ships shoot missiles charge head love letter first game ever played pc,1,1,0,0,0,4
2196100,escape confusing cave system without eaten short underwater horror game,1,1,0,0,0,0
2196110,valhallaiscalling answer fight horde long cement place within odins tea party prove takes beat rest,1,1,0,0,0,7
2196120,manage bakery discover recipes bake tasty treats sell customers unlock upgrades ovens display shelves expand bakery customize interior exterior style create dream bakery,1,1,7,2,1,3
2196140,convict death row sentenced die electrocution awaken hell mercy ancient weapon hellrazor must fulfill conquest reign hell die trying,1,1,0,0,0,6
2196170,manage fleet army hunt enemys fleet hide weak squadrons protected ports reinforcements arrive blockade enemy trade routes amphibious assaults struggle dominance seas,2,1,0,0,0,3
2196150,castle defense requires strategic thinking tactical timing defend castle onslaught evil monsters,1,1,0,0,0,1
2196190,survive skies venus floating colony balance buoyancy mass altitude launch balloons probes explore planet harvesting resources atmosphere build colony thrive simulation based real science venus awaits,1,1,0,0,0,3
2196210,orbit multiplayer platformer game customise character battle players andor ai controlled bots across variety randomly generated planets gain advantage earning xp looting planet opponents,0,1,7,2,1,9
2196270,game punching walls,0,1,0,0,0,6
2196300,best hearts card game around,0,1,0,0,0,6
2196320,horizontal old school shooter play bounty hunter named nada survive another night risky job save space nonalignment colonies police raid get back home one piece alive levels loads newretrofeel shmup fun,1,1,0,0,0,4
2196440,gray first person survival horror set around lunar prison colony focus story telling oxygen depleting mind breaking smell burning,1,1,0,0,0,6
2196430,final age first person single player psychological horror game player takes role curious investigator drawn cottage previously owned army man samuel mysteriously disappeared war contains tricky puzzles needs good observation skills,1,1,4,1,1,0
2196570,escape endless runner haunted forest jump slide kick close eyes survive beautiful handmade pixel art frightening monsters terrified survivor,0,1,7,2,1,0
2196640,favorite racing mmo back amazing tracks entertaining physics much enjoy multiplayer racing action intensely ever,0,1,6,2,1,6
2196680,charged rc racing speed making use random items drive rc cars different locations use items defeat opponents,1,1,4,1,1,6
2196700,open world multiplayer online tower defense confrontation game fight teammates upgrade heroes build bases produce troops command troops form formations defend attack enemy positions come build online fortress together,0,1,0,0,0,1
2196810,steel manticore fps saraif republic government verge collapse play republican guard robot pilot prevent antigovernment uprising use main guns machine guns rockets missiles grenades defeat enemies,1,1,0,0,0,4
2196780,anxracers topdown timeattack spaceship racing game racing pilot goal get spaceship start finish least amount time passing checkpoints correct order inspired trackmania elite dangerous,1,1,0,0,0,9
2196850,retro choicesmatter dungeon crawler jrpg roguelike elements features unique gameplay loop take free items per area fight battles choosing choose wisely died revive try taking upgrades next life,1,1,7,2,1,6
2196870,clouds ahoy frantic coop multiplayer game alone four friends make crew flying skyship fight alien monsters maintain onboard systems complete deliveries upgrade skyship survive clouds,1,1,6,2,1,6
2196930,train professional skills maintenance safety pipes acids vr training safely full correspondence international standards,3,1,0,0,0,3
2197000,drug runner game run along road dodge obstacles way collecting bonuses coins give points jump barrier pressing space bar,1,1,0,0,0,6
2197020,journey vibrant alien world filled puzzles reshape level space help unique mechanics,1,1,7,2,1,6
2197030,survive smile face fight way scribbles power become stronger vibe tornadoes get useless pet increase sucking suck away,0,1,7,2,1,6
2197050,christmas eve zombie apocalypse santa gun hordes undead christmas ruined level firearms upgrades christmas skill tree find destructive combinations festive hordesurvival thirdperson shooter roguelite elements,1,1,6,2,1,4
2197130,delve mysterious forest solve woodland murder snackable adventure short story inspired dark fantasy worlds animation vibrant pixel art lates ega pc adventures,1,1,0,0,0,6
2197170,detective hunted others gather allies survive foes get stronger gather clues explore plentiful side quests find puzzle pieces need get full picture solve case want survive,1,1,0,0,0,6
2197340,hero save tiny kingdom crisis experience variety exciting vr games,1,1,0,0,0,6
2197360,fastpaced maze action game play unknown speedster hiding skull pursuit recover stolen lands deal lot explosions get ready reset everything,1,1,7,2,1,4
2197430,knockback knockout online party game players,1,1,0,0,0,2
2197470,puttzzle hypercasual minigolf game thats easy learn hard master use hammer putt ball hole careful terrain objects level make difficult predict ball go,1,1,0,0,0,6
2197500,collect copper ore pass various smelting equipment produce copper plates,1,1,0,0,0,6
2197550,embark quest find sweetheart talk girls avoid pesky trolls play videogames dark comedy blend environmental storytelling stealth platforming,1,1,7,2,1,0
2197540,first virtual reality streaming platform improves relationship streamers audience connect streamers super fans want direct immersive exclusive relationship current one,0,1,0,0,0,5
2197650,gridbased first person dungeon crawler set dark fantasy version imperial rome create develop party explore catacombs manage gladiatorial school fight demons undead free rome inspired oldschool crpg,2,1,6,2,1,6
